id,date,tweet
1243415925128171521,2020-03-27 05:53:52+00:00,"My updated watchlist of stocks that are doing well relative to the market action. $ADBE, $AIH, $ALEC, $AMD, $AMED, $AMZN, $ARCT, $BABA, $BILI, $BLU, $BNTX, $CBB, $CLX, $COE, $COUP, $CTXS, $DHER, $DOCU, $DPZ, $DRW3, $DXCM, $EHTH, $EVBG, $FCN, $FIVN, $FNV, $GILD, $GME, $GOLD, $GSX"
1243405930374422529,2020-03-27 05:14:09+00:00,Call me a LIAR about even whwn I rage do i stop calling out in gme....NOPE
1243404357896265735,2020-03-27 05:07:54+00:00,AlbertLee GME - Lyft
1243399389176946688,2020-03-27 04:48:10+00:00,So I was told by a GME faculty that the reason for age 35 being AMA is due to the risk of aneuploidy being greater than some other statistic that I don’t recall. Does anyone know what I’m referring to? #OBGYN twitter?
1243387538963750923,2020-03-27 04:01:04+00:00,This will be the year everybody spends their birthdays indoors
1243356293831602176,2020-03-27 01:56:55+00:00,"💲 After Hours Top Movers 💲

$ACB $GME $ABEV $MFA $AYTU"
1243349238324625409,2020-03-27 01:28:53+00:00,$SPY $GME up 15 percent what’s  a virus
1243349139443892224,2020-03-27 01:28:29+00:00,$SPY even $GME is green 😂
1243348979812896770,2020-03-27 01:27:51+00:00,someone said randall looks like eridan and i dont think im govigng to recover its destroyign gme
1243347918641410051,2020-03-27 01:23:38+00:00,This nigga torey lanez funny as shit lol
1243346572378767360,2020-03-27 01:18:17+00:00,I got ideas &amp; plans for days...that's why I stay up like 24 hours ain't enough
1243346508004630529,2020-03-27 01:18:02+00:00,"No Excuses , Just Results is what I'm looking for"
1243335514100584453,2020-03-27 00:34:21+00:00,I’m really liking “The Man” I’m becoming
1243317696760078341,2020-03-26 23:23:33+00:00,Why don’t y’all just stay in the damn house!￼ 😡🤬
1243317635481141249,2020-03-26 23:23:18+00:00,"#GameStop Q4 Non-GAAP EPS of $1.27 beats by $0.48
Revenue of $2.19B (-28.4% Y/Y) misses by $20M.
$GME stock surged 11% after market close
The company suspends its FY20 guidance due to the #coronavirus uncertainty.
#Earnings #stocks"
1243310655328968710,2020-03-26 22:55:34+00:00,"Unusual option activity alert: $CCL 10x average daily volume, $OXY 5x, $DAL 5x, $GME 4x, $JNUG 4x, $DBX 4x, $USO 4x"
1243303013193863173,2020-03-26 22:25:12+00:00,$GME need a squeeze to $21
1243296864427966466,2020-03-26 22:00:46+00:00,"GME is in Florida, Hawaii, Virginia, NYC, Syracuse, California, Ohio, and counting 🥳🥳🥳 thank God for the growth 🙏🏽"
1243292689610743809,2020-03-26 21:44:11+00:00,$GME looking good moving forward
1243290590466527232,2020-03-26 21:35:50+00:00,$GME GameStop is having positive comps so far in March. Corona virus will help them get through next console cycle..
1243289440027631622,2020-03-26 21:31:16+00:00,"In the last month % change:

- Blue Apron Holdings Inc. $APRN +413.66%
- Sears Holdings Corporation $SHLD +47.07%
- United Natural Foods Inc. $UNFI +44.68%
- Zoom Video Communications $ZM +32.06%
- GameStop Corp New $GME +30.09%
- Citrix Systems Inc. $CTXS +29.42%"
1243285663547523072,2020-03-26 21:16:15+00:00,"Never a good sign when they don't mention comps on pg1 of the release...

$GME"
1243282482004361218,2020-03-26 21:03:37+00:00,"$GME nice move after hours. Surprisingly big beat on earnings, may help lift these lagging retail names tomrrow and coming days"
1243281722130739202,2020-03-26 21:00:36+00:00,Finally some good news
1243280948285726721,2020-03-26 20:57:31+00:00,$GME now up 20% AH.
1243280099555684352,2020-03-26 20:54:09+00:00,$GME company has nearly $8/share in cash.
1243279948699389954,2020-03-26 20:53:33+00:00,All we got is right now to make it right! Get it right we gotta keep it right 🤞🏾
1243279747607441408,2020-03-26 20:52:45+00:00,"$GME
Beats Earnings, Shares rise 15% AH, company says sales have risen during crisis. Maintain Long."
1243276177491529742,2020-03-26 20:38:34+00:00,$GME is up. Let that sink in before you think we have bottomed.
1243274706616188928,2020-03-26 20:32:43+00:00,$GME Puts 👎
1243273741506936832,2020-03-26 20:28:53+00:00,Would you look at that. $GME announces mixed reports. Beats EPS and a miss on Revenue. Trading around 15% gain on the day and continues to move higher. #DowJones #NASDAQ #NYSE
1243272936192200704,2020-03-26 20:25:41+00:00,"$GME If I'm management I would get in touch with Amazon and show them the IP they have running gaming and strike a online deal or Netflix. 

They have 500mm$ in cash and the market cap is almost half that. This is insane. 

Management NEEDS to look at other avenues or GTFO"
1243272693765541904,2020-03-26 20:24:43+00:00,"GameStop beats by $0.48, reports revs in-line, suspends guidance, but has seen increased demand for products that support remote work  $GME"
1243271603569467392,2020-03-26 20:20:23+00:00,"$GME Better than expected Q4 EPS

$ODP $MIK $BBBY"
1243269984538841088,2020-03-26 20:13:57+00:00,"""Began testing digital revenue sharing with key partners.""   🧐🤔 $GME"
1243269718997372939,2020-03-26 20:12:54+00:00,"$GME Q4 Adj. EPS $1.27 Beats $0.79 Est., Sales $2.194B Miss $2.24B Est."
1243269460456284161,2020-03-26 20:11:52+00:00,Shoutout to @deepwatervalue on $GME earnings
1243266487751708678,2020-03-26 20:00:04+00:00,"Notable activity on social media in the past week

$GOOG - Up
$SPOT - Up
$GME - Down
$FB - Up
$CSCO - Up
$WEC - Up
$MSFT - Up
$F - Down
$GS - Up
$NVDA - Up"
1243262309566263296,2020-03-26 19:43:27+00:00,"Notable #earnings Today After the Bell:

$LULU
$GME
$KBH
$PRGS
$OXM
$SAIIC"
1243251678104731650,2020-03-26 19:01:13+00:00,I’ve been watching ppl moves a lot lately just to try and understand they logic and shit still don’t be making sense
1243250562612805633,2020-03-26 18:56:47+00:00,Happy birthday @AriLennox 🎊🎉
1243247810163675136,2020-03-26 18:45:51+00:00,"There's a couple of big earnings reports after the bell: Lululemon, KB Home, Gamestop, Oxford Industries. $LULU $KBH $GME $OXM"
1243246001718263808,2020-03-26 18:38:39+00:00,Trying to write an ad for league of legends as an assignmejt and honestly i cannot bring myself to write anytbing positive about this gme
1243231178968174597,2020-03-26 17:39:45+00:00,I’m just tryna really relax and enjoy the time with my family and myself lol
1243230894493753345,2020-03-26 17:38:38+00:00,"Like I could get this photo shoot done ✅ 
I could prob get a another tattoo ✅
I could still go to ATL but it’s no point now 🙄"
1243230522651934720,2020-03-26 17:37:09+00:00,If the virus 🦠 wasn’t this bad and we didn’t really have to stay indoors
1243230366112059393,2020-03-26 17:36:32+00:00,I keep thinking of so many things I could be doing
1243215102339428353,2020-03-26 16:35:52+00:00,Always listen to your children👂🏾 Please don't ignore them 💯
1243214547625926656,2020-03-26 16:33:40+00:00,"I’ve been stop forcing shit, I just sit back and see how it play out"
1243214208235429889,2020-03-26 16:32:19+00:00,"Let whoever think whatever, stay chasing your dreams 💯"
1243210852108509184,2020-03-26 16:18:59+00:00,This make noooo sense bruh how is $GME Even up like wtf. Money counter goesssssss brrrrrrrrrrr
1243206087639261188,2020-03-26 16:00:03+00:00,"Notable activity on social media in the past week

$GOOG - Up
$SPOT - Up
$GME - Down
$MSFT - Up
$CSCO - Up
$WEC - Up
$F - Down
$GS - Up
$FB - Up
$NVDA - Up"
1243200786257059841,2020-03-26 15:38:59+00:00,"Another Day, Another Blessing 🙏🏾 #DailyTweet"
1243200574172135425,2020-03-26 15:38:09+00:00,"Another Day, Another Blessing #DailyTweet"
1243199611617062915,2020-03-26 15:34:19+00:00,"GameStop $GME up 12% today. Just a casual reminder that their stores have been closed since Saturday, they can’t take in any trades, and they got a lot of bad press for refusing to close until then."
1243182174293110785,2020-03-26 14:25:02+00:00,$GME breaking out here... Earnings after close
1243179644700024832,2020-03-26 14:14:59+00:00,this dude is follojw gme
1243155922257575942,2020-03-26 12:40:43+00:00,"Top Earnings Th 3/26 Aft: $GME $HTHT $KBH $LIFE $LULU $NBY $OXM $PEIX $PRGS $SAIC $SPWH

Top Earnings Fri 3/27 Pre: $AUTO $SCWX"
1243146067845074944,2020-03-26 12:01:33+00:00,"Key Earnings Scheduled for Today

$GME Gamestop
$LULU Lululemon Athletica
$KBH KB Home
$FDS Factset"
1243125374441177089,2020-03-26 10:39:20+00:00,"Saw a few breathless tweets about resident work hour rules being suspended. AFAIK this is NOT the case, despite @acgme announcing emergency status. If anyone knows otherwise, would love to see source. #meded #gme"
1243118440178745345,2020-03-26 10:11:46+00:00,$gme @InvincibleBull @Sarkasmusgdanke @Gambiste1 @Gambiste1 @Reggie @SuicidalLaurie  guess what happens when no one has a price they want to sell there shares at and shorts need to cover because they have to.  Let’s find out.
1243113407739543552,2020-03-26 09:51:46+00:00,#FSYes or ball gme over
1243112780154253312,2020-03-26 09:49:17+00:00,"US earnings reports include:
Pre-Market:  BITA $CSIQ ERJ FDS $SIG TITN WOR
After-Hours: AFYA GME GTBIF HTHT $KBH $LULU OXM PRGS SAIC $SPWH"
1243093019936555009,2020-03-26 08:30:46+00:00,GameStop $GME volatility index movement increasing vs. 30D HV
1242991739624992769,2020-03-26 01:48:19+00:00,Meka needs to put her sneakers 👟 on and run as fast as she can Michael is a certified liar #MarriedAtFirstSight
1242988358189662213,2020-03-26 01:34:52+00:00,"Will there be a ""first responder"" fund for healthcare front line workers and their families if they perish or are left with serious health sequalae? Or are we relying on our own disability and life insurance policies? This is a problem for GME staff who have bad policies."
1242982138888302594,2020-03-26 01:10:10+00:00,With a girlfriend like Lindsay who needs enemies #MarriedAtFirstSight
1242981468000989186,2020-03-26 01:07:30+00:00,I can’t stand Zack Pastor Cal should kick his ass off. I believe he did that to Mindy to make her say she was done  with the marriage because his punk ass couldn’t do it.  #MarriedAtFirstSight
1242980270149644290,2020-03-26 01:02:44+00:00,"$gme @InvincibleBull @reggie so I just emailed investor relations at game stop to get the info to the board of directors to let them know about the ideas to smash the shorts
1.  Repurchase the remaining shares( if the haven’t already)
See next tweet in a minute"
1242939555050856448,2020-03-25 22:20:57+00:00,"Will be watching $GME tomorrow. Personally, I don’t get excited about this stock announcing earnings, but are we expecting a beat with everyone cooped up in their house with nothing else to do? Traded north of $45 in ‘16 and has seen a constant decline ever since. #NYSE #DOWJONES"
1242909065929535490,2020-03-25 20:19:48+00:00,1st game in and i get friendly fired for being hispanic. @WatchMixer @PUBG  whats the move? Are we going to enjoy playing this gme or nah?
1242876366803972097,2020-03-25 18:09:52+00:00,"As we prepare for #COVID19 at @UFHealth, so many of our residents and fellows have reached out asking how they can help and how they can do more. Great #GME community here! I’d love to hear your stories of great residents/fellows right now #MedEd"
1242869529136398336,2020-03-25 17:42:41+00:00,"$gme is screwed in this environment, but I don’t see how these insane short interest numbers don’t lead to a big short squeeze at some point."
1242847028432044032,2020-03-25 16:13:17+00:00,$gme buyer 1708 wkly 5C
1242846558040793094,2020-03-25 16:11:25+00:00,"Earnings this week:

Tuesday: Nike $NKE
Nike sales beat analysts’ estimates, but earnings fall, hurt by coronavirus pandemic.

Today: Micron Technology $MU
Will report after market close.

Thursday: Lululemon Athletica $LULU, GameStop $GME

#Earnings #EarningReports"
1242842973747978241,2020-03-25 15:57:10+00:00,"Do your best , fuck the rest"
1242835568905662465,2020-03-25 15:27:45+00:00,I will never understand a dumb mf logic and I’m ok with dat
1242817887582257154,2020-03-25 14:17:29+00:00,"**Commercials in 2030**
Were you told to work during the COVID-19 pandemic? You may be entitled to compensation"
1242811652451569664,2020-03-25 13:52:42+00:00,"$GME mathematically impossible for shorts to cover, here are the numbers

Dec 10Q: 65,922,283 outstanding shares 
12/31 13F’s: 93,514,777
2/28/2020 Short: 68.13 mill
58 mill float 
@GameStop Now is the time to redeem yourself and the share holders. Shorts are trapped!

$SPY $QQQ"
1242795992895889414,2020-03-25 12:50:29+00:00,Good morning 🌧
1242795795822383104,2020-03-25 12:49:42+00:00,"Another Day, Another Blessing #DailyTweet"
1242791250987749377,2020-03-25 12:31:38+00:00,Removing work hour restrictions without promising extra pay for residents/fellows placing themselves at risk by working on the front lines seems like taking advantage of a powerless group of people. Who is representing GME to our government?
1242770875436412931,2020-03-25 11:10:40+00:00,"The weather is getting better &amp; people begin to exhibit the symptoms of seasonal allergies.  Sufferers (#PowerFlowerSneezers) make sure U know the difference &amp; Zyrtec up sufficiently. Every sneeze U make, every cough U break they’ll be watching U for #COVID19  #NotADocJustAdvice"
1242759235580108800,2020-03-25 10:24:25+00:00,$gme if you are long don’t sell your shares the squeeze should take at least 10-16 days to play out maybe more
1242758427358658560,2020-03-25 10:21:13+00:00,$gme the 16% less shorts makes me think the smart shorts were telling their short buddies to short the heck out of it so they could buy and get rid of their own shorts.
1242756095610847232,2020-03-25 10:11:57+00:00,$gme I would say we are up at least 27% by the end of the day today if not a lot more.@Reggie @GameStop @InvincibleBull then Reggie can do a 1:25 reverse split once he gets in there.
1242755592940331008,2020-03-25 10:09:57+00:00,$gme still at 101.85. % as of 3/13/20.  It’s going to be like Progressive’s name your price tool.  Good luck shorts.  Just read an article that said to go long to $5 and some change and the algos will most likely trigger even more once we hit $4.59.
1242734259225399297,2020-03-25 08:45:10+00:00,GameStop $GME volatility index movement increasing vs. 30D HV
1242731887732363265,2020-03-25 08:35:45+00:00,$GME [Apr-03 5.00 Calls] Option volume Up +126.09% |  Volume: 104 vs 46|
1242693242363113472,2020-03-25 06:02:11+00:00,"Mr. President @realDonaldTrump ,I want to bring to your attention that we’re facing difficulties with custom clearance for medical supplies that need to be in hospitals ASAP! Please issue a directive Letter to ease the import process for GME in this crisis.
We need to save USA 🇺🇸"
1242683675696934912,2020-03-25 05:24:10+00:00,Remember 2nd chances should be given to those who deserve it only...
1242683477671149579,2020-03-25 05:23:23+00:00,I rather be lonely than settle for some BS..
1242680822722965505,2020-03-25 05:12:50+00:00,As far as tv sitcoms
1242680740430708736,2020-03-25 05:12:31+00:00,Martin Lawrence is def the king of characters. 👑
1242680045426085895,2020-03-25 05:09:45+00:00,Prep. Plan. Execute. ✅
1242679824872767488,2020-03-25 05:08:52+00:00,I can’t fake no vibe so I distance myself on a regular..
1242679582739902466,2020-03-25 05:07:55+00:00,We living in a world where people will fw you only because you have money so be cautious 🤑 🤔
1242679414426648576,2020-03-25 05:07:14+00:00,Certain shit don’t even need to be addressed. Just take a mental note ✍🏾 and keep moving.
1242636934435999747,2020-03-25 02:18:26+00:00,$gme @Gambiste1 Does anyone have the (as of 3/13/20 short interest). The info came out at 4:00 pm today.  I have a feeling it’s about the same or higher which is great for the bulls.
1242632533264797697,2020-03-25 02:00:57+00:00,$gme @InvincibleBull @reggie @gamestop Hey Reggie on 4/1/20 when you’re officially on the board you need to do a 1:25 reverse split .  Read about what $DRYS (DryShips) did to the shorts.  I send you the article in a minute.
1242601231459258369,2020-03-24 23:56:34+00:00,dont !! bring up !! my mom !!!!! stop makin gme cry !!!
1242551358277980160,2020-03-24 20:38:23+00:00,"$HOME, setting the stage for $GME."
1242539873988378626,2020-03-24 19:52:45+00:00,Fucking $gme bid
1242537248001798145,2020-03-24 19:42:19+00:00,"My $GME guess..we closed some stores, got a little boost at Xmas, still not enough to increase revenue and managed to lose even more money. We’ll try harder this quarter, but get excited for this (insert refinance, ATM or some other compromise to shareholders here). No position🤷🏻‍♂️"
1242528731777970177,2020-03-24 19:08:29+00:00,"*GameStop 356,000 Share Block Trades at $4.14  $GME"
1242520618978938891,2020-03-24 18:36:15+00:00,"NYGovCuomo announced that work hour restrictions for GME learners are suspended. Additionally, supervision requirements for NPs and PAs are lifted. #medtwitter"
1242501450850238464,2020-03-24 17:20:05+00:00,"We be having the person that we need the whole time and we be out here trying to find better, if it ain’t broke don’t fix it 💯"
1242478646176161793,2020-03-24 15:49:28+00:00,"No one could stop talking about $TSLA #shortsqueeze but yet no one talking about $GME having more shares shorted than exist. Love or hate the company it’s mathematically impossible to cover all the shares???? 

@jimcramer @CNBC @petenajarian @jonnajarian thoughts???"
1242476227295879168,2020-03-24 15:39:51+00:00,In The End The TRUTH Hurts But It Will Always Set You Free
1242475438422835200,2020-03-24 15:36:43+00:00,idc what anybody say Me &amp; Ty have the best b-days ever 7-10 &amp; 7-11...I LOVE THAT!!
1242475063749771265,2020-03-24 15:35:13+00:00,When I was young somebody told Me I could have it all so that’s exactly what I'm tryna do
1242471582121046023,2020-03-24 15:21:23+00:00,"Since the UK Prime minister’s announcement on the 23rd March, Gas Safety inspections have been temporarily suspended until further information has been provided. We are aware Gas Safety inspections will need to continue, but we will confirm when we can start the process again."
1242470555497967622,2020-03-24 15:17:19+00:00,"Claim it.
Speak it into existence.
Pray on it &amp; it’s yours."
1242470334701473793,2020-03-24 15:16:26+00:00,What if we sent each family in the US a care package along with a stimulus check?  People who didn’t have the money to hoard or desire need stuff. #COVIDー19
1242466501547847682,2020-03-24 15:01:12+00:00,"Another Day, Another Blessing #DailyTweet"
1242428934077071361,2020-03-24 12:31:55+00:00,"So....How are PD and APD's adapting to distance learning challenges? What are you using? 
Zoom? Cloud storage? Recorded lectures? Twitter?"
1242421968357515264,2020-03-24 12:04:14+00:00,"Dear @gme,
'...the economy is worrying some healthcare officials.?'

What the holy fuck?"
1242392279412699140,2020-03-24 10:06:16+00:00,Fast talkers are not trustworthy????
1242364915580645381,2020-03-24 08:17:32+00:00,GameStop $GME volatility index movement increasing vs. 30D HV
